IP,PORT,匿名度,类型,位置,响应速度,最后验证时间
14.153.148.176,9999,透明,HTTP,广东省 深圳市,0.7秒,2015-05-11 22:30:59,
163.125.18.130,8888,透明,HTTP,广东省 深圳市,2秒,2015-05-11 21:30:53,
106.44.70.247,8080,透明,HTTP,陕西省 商洛市,1秒,2015-05-11 20:30:59,
123.163.96.149,9999,透明,HTTP,河南省 鹤壁市,1秒,2015-05-11 19:30:54,
59.126.201.237,8080,透明,HTTP,台湾省,0.3秒,2015-05-11 18:30:40,
171.117.189.190,9999,透明,HTTP,山西省 太原市,3秒,2015-05-11 17:31:00,
218.91.206.146,8001,透明,HTTP,江苏省 南通市,2秒,2015-05-11 16:31:03,
183.11.178.55,9797,透明,HTTP,广东省 深圳市,2秒,2015-05-11 15:30:29,
106.58.91.168,80,透明,HTTP,云南省 昆明市,0.6秒,2015-05-11 14:30:42,
112.16.79.15,8080,透明,HTTP,浙江省 杭州市,3秒,2015-05-11 13:31:00,
163.125.120.229,9797,透明,HTTP,广东省 深圳市,1秒,2015-05-11 12:30:29,
113.80.37.187,9797,透明,HTTP,广东省 东莞市,0.3秒,2015-05-11 11:30:57,
211.71.20.246,3128,透明,HTTP,北京市,0.4秒,2015-05-11 10:31:03,
119.122.105.117,9797,透明,HTTP,广东省 深圳市,2秒,2015-05-11 09:31:01,
114.89.36.219,9999,透明,HTTP,上海市,0.4秒,2015-05-11 08:31:01,
163.125.158.246,8888,透明,HTTP,广东省 深圳市,2秒,2015-05-11 07:30:39,
113.66.62.170,9797,透明,HTTP,广东省 广州市,3秒,2015-05-11 06:31:01,
163.125.216.4,9999,透明,HTTP,广东省 深圳市,1秒,2015-05-11 05:30:33,
121.31.73.66,80,透明,HTTP,广西壮族自治区梧州市,1秒,2015-05-11 04:30:45,
116.238.189.38,9999,透明,HTTP,上海市,2秒,2015-05-11 03:31:01,
119.132.76.202,9797,透明,HTTP,广东省 珠海市,3秒,2015-05-11 02:30:34,
27.44.168.203,9999,透明,HTTP,广东省 东莞市,2秒,2015-05-11 01:30:30,
183.49.59.105,9999,透明,HTTP,广东省 深圳市,1秒,2015-05-11 00:30:25,
163.125.158.250,8888,透明,HTTP,广东省 深圳市,3秒,2015-05-10 23:30:36,
114.113.221.168,9797,透明,HTTP,北京市,0.5秒,2015-05-10 22:31:01,
114.83.6.25,9797,透明,HTTP,上海市,2秒,2015-05-10 21:30:52,
219.136.231.6,9797,透明,HTTP,广东省 广州市,1秒,2015-05-10 20:31:03,
59.36.88.145,9797,透明,HTTP,广东省 东莞市,2秒,2015-05-10 19:30:38,
221.193.209.98,80,透明,HTTP,河北省 邯郸市,2秒,2015-05-10 18:30:51,
60.214.15.33,80,透明,HTTP,山东省 东营市,2秒,2015-05-10 17:30:47,
113.119.217.26,9797,透明,HTTP,广东省 广州市,2秒,2015-05-10 16:30:47,
119.141.129.129,9797,透明,HTTP,广东省 东莞市,1秒,2015-05-10 15:31:03,
111.40.196.68,80,透明,HTTP,黑龙江省,2秒,2015-05-10 14:31:01,
121.31.112.81,9797,透明,HTTP,广西壮族自治区桂林市,3秒,2015-05-10 13:31:01,
112.95.207.19,8888,透明,HTTP,广东省 深圳市,3秒,2015-05-10 12:30:47,
115.201.27.193,9999,透明,HTTP,浙江省 台州市,2秒,2015-05-10 11:30:36,
183.49.90.74,9000,透明,HTTP,广东省 深圳市,3秒,2015-05-10 10:31:00,
163.125.121.251,9797,透明,HTTP,广东省 深圳市,1秒,2015-05-10 09:30:28,
113.76.246.101,9999,透明,HTTP,广东省 珠海市,1秒,2015-05-10 08:31:03,
116.21.128.25,9797,透明,HTTP,广东省 广州市,2秒,2015-05-10 07:30:49,
60.208.141.202,9000,透明,HTTP,山东省 济南市,3秒,2015-05-10 06:30:52,
123.118.138.36,9999,透明,HTTP,北京市,3秒,2015-05-10 05:30:49,
59.36.166.88,9999,透明,HTTP,广东省 东莞市,0.7秒,2015-05-10 04:31:01,
121.31.112.85,9999,透明,HTTP,广西壮族自治区桂林市,1秒,2015-05-10 03:31:05,
14.216.157.208,9000,透明,HTTP,广东省 东莞市,1秒,2015-05-10 02:30:58,
14.156.105.37,9797,透明,HTTP,广东省 东莞市,2秒,2015-05-10 01:30:56,
58.50.214.63,9999,透明,HTTP,湖北省 宜昌市,3秒,2015-05-10 00:30:40,
116.22.184.44,8088,透明,HTTP,广东省 广州市,0.7秒,2015-05-09 23:31:03,
221.193.255.48,9999,透明,HTTP,河北省 邯郸市,1秒,2015-05-09 22:31:00,
101.81.66.243,9797,透明,HTTP,上海市,3秒,2015-05-09 21:31:04,
180.138.218.107,80,透明,HTTP,广西壮族自治区南宁市,2秒,2015-05-09 20:30:48,
116.231.195.69,9797,透明,HTTP,上海市,0.7秒,2015-05-09 19:31:02,
182.121.152.38,9999,透明,HTTP,河南省 洛阳市,2秒,2015-05-09 18:30:46,
49.94.160.15,80,透明,HTTP,江苏省 南京市,0.7秒,2015-05-09 17:30:56,
116.4.38.18,9000,透明,HTTP,广东省 东莞市,3秒,2015-05-09 16:30:56,
221.6.92.40,55336,透明,HTTP,江苏省 苏州市,3秒,2015-05-09 15:31:00,
123.163.115.18,9999,透明,HTTP,河南省 鹤壁市,1秒,2015-05-09 14:30:46,
14.156.143.94,9000,透明,HTTP,广东省 东莞市,0.8秒,2015-05-09 13:31:01,
163.125.216.168,9999,透明,HTTP,广东省 深圳市,0.7秒,2015-05-09 12:31:01,
117.37.235.42,3128,透明,HTTP,陕西省 西安市,3秒,2015-05-09 11:30:55,
106.60.24.217,80,透明,HTTP,云南省 昆明市,3秒,2015-05-09 10:30:50,
163.142.135.48,8080,透明,HTTP,广东省 佛山市,3秒,2015-05-09 09:31:00,
163.142.75.187,8080,透明,HTTP,广东省 东莞市,2秒,2015-05-09 08:30:54,
113.109.104.212,9797,透明,HTTP,广东省 广州市,3秒,2015-05-09 07:31:04,
222.222.251.185,9797,透明,HTTP,河北省 邯郸市,1秒,2015-05-09 06:31:04,
120.87.105.68,8080,透明,HTTP,广东省 佛山市,1秒,2015-05-09 05:31:01,
120.82.246.2,8080,透明,HTTP,广东省 佛山市,2秒,2015-05-09 04:30:47,
120.87.123.72,8080,透明,HTTP,广东省 佛山市,3秒,2015-05-09 03:30:19,
183.45.95.70,9797,透明,HTTP,广东省 珠海市,3秒,2015-05-09 02:31:00,
1.197.78.101,9999,透明,HTTP,河南省 周口市,3秒,2015-05-09 01:31:01,
14.156.155.14,9999,透明,HTTP,广东省 东莞市,3秒,2015-05-09 00:30:23,
113.104.161.28,9999,透明,HTTP,广东省 深圳市,2秒,2015-05-08 23:30:56,
113.119.217.26,9797,透明,HTTP,广东省 广州市,3秒,2015-05-08 22:30:19,
125.70.90.114,9999,透明,HTTP,四川省 成都市,0.5秒,2015-05-08 21:30:39,
113.109.104.212,9797,透明,HTTP,广东省 广州市,1秒,2015-05-08 20:30:53,
120.194.185.99,9797,透明,HTTP,河南省 安阳市,3秒,2015-05-08 19:31:00,
113.87.60.64,9000,透明,HTTP,广东省 深圳市,2秒,2015-05-08 18:30:25,
49.90.8.15,3128,透明,HTTP,江苏省 南京市,0.7秒,2015-05-08 17:30:44,
163.125.217.126,9999,透明,HTTP,广东省 深圳市,1秒,2015-05-08 16:31:03,
119.122.106.239,9797,透明,HTTP,广东省 深圳市,1秒,2015-05-08 15:31:01,
101.81.66.21,9797,透明,HTTP,上海市,2秒,2015-05-08 14:31:03,
222.173.234.37,9999,透明,HTTP,山东省 淄博市,1秒,2015-05-08 13:30:48,
163.125.18.64,8888,透明,HTTP,广东省 深圳市,1秒,2015-05-08 12:30:46,
110.176.66.215,80,透明,HTTP,山西省 太原市,3秒,2015-05-08 11:30:59,
183.23.181.19,9000,透明,HTTP,广东省 东莞市,1秒,2015-05-08 10:30:49,
113.76.1.91,9999,透明,HTTP,广东省 珠海市,2秒,2015-05-08 09:31:03,
113.76.48.208,9999,透明,HTTP,广东省 珠海市,3秒,2015-05-08 08:30:57,
113.89.14.233,9797,透明,HTTP,广东省 深圳市,1秒,2015-05-08 07:30:48,
220.198.88.215,9999,透明,HTTP,广东省 佛山市,3秒,2015-05-08 06:30:22,
14.116.98.232,9999,透明,HTTP,广东省 珠海市,1秒,2015-05-08 05:31:03,
183.138.107.233,8080,透明,HTTP,浙江省 温州市,2秒,2015-05-08 04:30:22,
171.116.210.236,9797,透明,HTTP,山西省 太原市,1秒,2015-05-08 03:30:43,
114.113.221.167,9797,透明,HTTP,北京市,3秒,2015-05-08 02:29:46,
112.92.211.138,9797,透明,HTTP,广东省 中山市,0.3秒,2015-05-08 01:29:54,
163.125.214.155,9999,透明,HTTP,广东省 深圳市,1秒,2015-05-08 00:30:55,
113.109.108.234,9797,透明,HTTP,广东省 广州市,2秒,2015-05-07 23:30:44,
101.81.67.79,9797,透明,HTTP,上海市,0.4秒,2015-05-07 22:30:54,
119.127.214.15,9000,透明,HTTP,广东省 东莞市,2秒,2015-05-07 21:30:51,
163.125.159.252,8888,透明,HTTP,广东省 深圳市,3秒,2015-05-07 20:30:52,
49.93.40.39,80,透明,HTTP,江苏省 南京市,3秒,2015-05-07 19:30:37,
163.125.219.209,9999,透明,HTTP,广东省 深圳市,1秒,2015-05-07 18:30:48,
119.136.34.19,8080,透明,HTTP,广东省 深圳市,2秒,2015-05-07 17:31:04,
171.37.108.177,9797,透明,HTTP,广西壮族自治区南宁市,2秒,2015-05-07 16:30:41,
183.62.62.188,9797,透明,HTTP,广东省 广州市,3秒,2015-05-07 15:31:03,
183.43.70.235,3128,透明,HTTP,广东省 广州市,3秒,2015-05-07 14:30:50,
114.248.101.64,9000,透明,HTTP,北京市,1秒,2015-05-07 13:30:31,
221.200.231.39,80,透明,HTTP,辽宁省 沈阳市,3秒,2015-05-07 12:31:02,
1.197.16.222,9999,透明,HTTP,河南省 鹤壁市,2秒,2015-05-07 11:30:45,
123.163.115.165,9999,透明,HTTP,河南省 鹤壁市,0.5秒,2015-05-07 10:30:48,
218.18.10.79,9999,透明,HTTP,广东省 深圳市,0.7秒,2015-05-07 09:30:21,
14.20.6.175,9797,透明,HTTP,广东省 深圳市,3秒,2015-05-07 08:30:38,
183.130.123.39,8080,透明,HTTP,浙江省 温州市,1秒,2015-05-07 07:31:03,
211.22.63.106,8080,透明,HTTP,台湾省,2秒,2015-05-07 06:30:49,
49.93.7.64,3128,透明,HTTP,江苏省 南京市,0.6秒,2015-05-07 05:30:33,
120.87.125.43,8080,透明,HTTP,广东省 佛山市,0.3秒,2015-05-07 04:30:37,
14.20.6.175,9797,透明,HTTP,广东省 深圳市,1秒,2015-05-07 03:30:47,
14.221.233.178,9999,透明,HTTP,广东省 东莞市,0.9秒,2015-05-07 02:30:45,
106.36.12.31,9999,透明,HTTP,陕西省 西安市,3秒,2015-05-07 01:30:57,
182.88.163.142,9999,透明,HTTP,广西壮族自治区南宁市,2秒,2015-05-07 00:30:57,
183.51.156.87,9797,透明,HTTP,广东省 惠州市,1秒,2015-05-06 23:31:03,
163.142.245.230,8080,透明,HTTP,广东省 佛山市,3秒,2015-05-06 22:30:51,
112.5.254.172,80,透明,HTTP,福建省,2秒,2015-05-06 21:31:02,
49.91.34.205,80,透明,HTTP,江苏省 南京市,3秒,2015-05-06 20:30:56,
119.184.122.37,9797,透明,HTTP,山东省 日照市,3秒,2015-05-06 19:31:03,
59.115.196.224,3128,透明,HTTP,台湾省,2秒,2015-05-06 18:30:45,
110.176.124.10,80,透明,HTTP,山西省 太原市,1秒,2015-05-06 17:30:54,
14.221.190.218,9000,透明,HTTP,广东省 东莞市,2秒,2015-05-06 16:30:45,
117.37.248.138,80,透明,HTTP,陕西省 西安市,0.6秒,2015-05-06 15:30:21,
58.50.223.172,9797,透明,HTTP,湖北省 宜昌市,1秒,2015-05-06 14:30:34,
123.116.124.67,9999,透明,HTTP,北京市,0.7秒,2015-05-06 13:31:01,
49.93.202.103,3128,透明,HTTP,江苏省 南京市,0.8秒,2015-05-06 12:30:42,
171.219.244.73,3128,透明,HTTP,四川省 成都市,3秒,2015-05-06 11:30:44,
49.93.202.240,80,透明,HTTP,江苏省 南京市,3秒,2015-05-06 10:30:56,
59.48.101.198,9797,透明,HTTP,山西省 晋中市,1.0秒,2015-05-06 09:31:04,
183.48.137.239,9797,透明,HTTP,广东省 佛山市,2秒,2015-05-06 08:30:52,
59.38.25.182,9797,透明,HTTP,广东省 珠海市,1秒,2015-05-06 07:30:46,
163.204.129.40,80,透明,HTTP,广东省 清远市,0.6秒,2015-05-06 06:30:40,
113.79.58.219,9999,透明,HTTP,广东省 东莞市,2秒,2015-05-06 05:30:34,
113.89.162.57,9797,透明,HTTP,广东省 深圳市,0.8秒,2015-05-06 04:30:44,
125.89.39.205,9797,透明,HTTP,广东省 珠海市,2秒,2015-05-06 03:30:40,
114.113.221.164,9797,透明,HTTP,北京市,2秒,2015-05-06 02:31:02,
124.200.181.214,9000,透明,HTTP,北京市,1秒,2015-05-06 01:31:03,
163.125.16.15,8888,透明,HTTP,广东省 深圳市,1秒,2015-05-06 00:31:00,
125.70.162.192,9999,透明,HTTP,四川省 成都市,2秒,2015-05-05 23:30:52,
113.224.137.126,8080,透明,HTTP,辽宁省 沈阳市,1秒,2015-05-05 22:30:51,
116.22.184.44,8088,透明,HTTP,广东省 广州市,3秒,2015-05-05 21:30:49,
163.125.204.134,9999,透明,HTTP,广东省 深圳市,1秒,2015-05-05 20:31:04,
58.251.183.67,9999,透明,HTTP,广东省 深圳市,0.5秒,2015-05-05 19:30:36,
183.15.18.168,9999,透明,HTTP,广东省 深圳市,3秒,2015-05-05 18:30:52,
119.103.110.152,80,透明,HTTP,湖北省 武汉市,2秒,2015-05-05 17:30:35,
49.93.21.169,3128,透明,HTTP,江苏省 南京市,1秒,2015-05-05 16:31:02,
49.94.14.90,80,透明,HTTP,江苏省 南京市,1秒,2015-05-05 15:31:00,
110.176.15.10,3128,透明,HTTP,山西省 太原市,1秒,2015-05-05 14:31:00,
58.251.234.26,9999,透明,HTTP,广东省 深圳市,2秒,2015-05-05 13:30:49,
14.218.165.129,9797,透明,HTTP,广东省 东莞市,0.8秒,2015-05-05 12:30:45,
58.221.61.37,3128,透明,HTTP,江苏省 南通市,1秒,2015-05-05 11:30:40,
110.176.157.120,80,透明,HTTP,山西省 太原市,1秒,2015-05-05 10:30:38,
123.123.151.194,9000,透明,HTTP,北京市,0.5秒,2015-05-05 09:30:44,
163.125.39.59,9797,透明,HTTP,广东省 深圳市,1秒,2015-05-05 08:30:56,
171.82.61.46,80,透明,HTTP,湖北省 武汉市,2秒,2015-05-05 07:31:01,
58.251.183.67,9999,透明,HTTP,广东省 深圳市,2秒,2015-05-05 06:30:34,
112.95.11.120,9999,透明,HTTP,广东省 深圳市,3秒,2015-05-05 05:30:23,
113.89.246.115,9999,透明,HTTP,广东省 深圳市,3秒,2015-05-05 04:30:37,
115.235.159.140,8080,透明,HTTP,浙江省 温州市,2秒,2015-05-05 03:30:31,
119.126.44.230,9797,透明,HTTP,广东省 佛山市,3秒,2015-05-05 02:30:47,
116.21.82.54,9797,透明,HTTP,广东省 广州市,1秒,2015-05-05 01:30:38,
58.216.82.44,9999,透明,HTTP,江苏省 常州市,1秒,2015-05-05 00:30:52,
119.103.16.193,80,透明,HTTP,湖北省 武汉市,3秒,2015-05-04 23:31:01,
163.125.71.6,8888,透明,HTTP,广东省 深圳市,1秒,2015-05-04 22:30:58,
58.255.25.94,9797,透明,HTTP,广东省 惠州市,0.5秒,2015-05-04 21:30:38,
171.82.41.168,80,透明,HTTP,湖北省 武汉市,2秒,2015-05-04 20:30:52,
14.218.245.14,9797,透明,HTTP,广东省 东莞市,3秒,2015-05-04 19:30:48,
110.176.98.84,3128,透明,HTTP,山西省 太原市,0.6秒,2015-05-04 18:30:50,
49.91.43.141,80,透明,HTTP,江苏省 南京市,0.7秒,2015-05-04 17:30:48,
113.88.174.193,9999,透明,HTTP,广东省 深圳市,0.9秒,2015-05-04 16:30:23,
222.88.242.213,9797,透明,HTTP,河南省 南阳市,2秒,2015-05-04 15:31:01,
120.194.185.99,9797,透明,HTTP,河南省 安阳市,1秒,2015-05-04 14:31:01,
112.95.111.192,9999,透明,HTTP,广东省 深圳市,2秒,2015-05-04 13:30:57,
121.31.100.220,80,透明,HTTP,广西壮族自治区防城港市,0.3秒,2015-05-04 12:30:34,
106.17.102.66,80,透明,HTTP,湖南省 长沙市,1秒,2015-05-04 11:30:55,
58.250.246.34,9797,透明,HTTP,广东省 深圳市,1秒,2015-05-04 10:30:54,
163.125.158.12,8888,透明,HTTP,广东省 深圳市,3秒,2015-05-04 09:31:01,
49.93.26.27,3128,透明,HTTP,江苏省 南京市,3秒,2015-05-04 08:30:33,
119.122.105.105,9797,透明,HTTP,广东省 深圳市,3秒,2015-05-04 07:30:33,
183.42.124.199,3128,透明,HTTP,广东省 广州市,0.8秒,2015-05-04 06:30:54,
113.76.221.186,9797,透明,HTTP,广东省 珠海市,1秒,2015-05-04 05:30:47,
144.12.249.235,9999,透明,HTTP,山东省 滨州市,2秒,2015-05-04 04:30:40,
113.69.80.16,9797,透明,HTTP,广东省 佛山市,3秒,2015-05-04 03:30:56,
218.59.143.202,9999,透明,HTTP,山东省 潍坊市,1秒,2015-05-04 02:31:01,
59.48.101.198,9797,透明,HTTP,山西省 晋中市,1秒,2015-05-04 01:30:58,
49.94.37.219,3128,透明,HTTP,江苏省 南京市,2秒,2015-05-04 00:30:57,
163.125.214.155,9999,透明,HTTP,广东省 深圳市,2秒,2015-05-03 23:30:45,
163.125.213.62,9999,透明,HTTP,广东省 深圳市,2秒,2015-05-03 22:30:44,
49.91.13.203,3128,透明,HTTP,江苏省 南京市,3秒,2015-05-03 21:31:00,
220.168.127.210,9999,透明,HTTP,湖南省 长沙市,1秒,2015-05-03 20:30:47,
49.93.218.70,3128,透明,HTTP,江苏省 南京市,3秒,2015-05-03 19:30:52,
121.41.88.208,8888,透明,HTTP,浙江省 杭州市,2秒,2015-05-03 18:30:40,
120.236.141.230,9797,透明,HTTP,广东省 广州市,3秒,2015-05-03 17:31:00,
112.67.117.105,9999,透明,HTTP,海南省 海口市,3秒,2015-05-03 16:30:45,
116.7.169.5,9797,透明,HTTP,广东省 珠海市,2秒,2015-05-03 15:30:57,
14.27.32.60,3128,透明,HTTP,广东省 广州市,1秒,2015-05-03 14:31:01,
110.176.174.54,3128,透明,HTTP,山西省 太原市,1秒,2015-05-03 13:30:35,
182.44.138.17,9000,透明,HTTP,山东省 东营市,1秒,2015-05-03 12:31:01,
119.103.49.120,80,透明,HTTP,湖北省 武汉市,3秒,2015-05-03 11:30:18,
110.211.217.142,9999,透明,HTTP,广东省 东莞市,2秒,2015-05-03 10:31:04,
125.37.209.153,9797,透明,HTTP,天津市,1秒,2015-05-03 09:31:01,
119.103.53.24,80,透明,HTTP,湖北省 武汉市,2秒,2015-05-03 08:31:01,
120.85.203.220,80,透明,HTTP,广东省 广州市,3秒,2015-05-03 07:31:01,
14.221.188.159,9000,透明,HTTP,广东省 东莞市,3秒,2015-05-03 06:30:51,
222.58.245.9,9797,透明,HTTP,湖南省 衡阳市,0.8秒,2015-05-03 05:30:57,
121.8.147.82,808,透明,HTTP,广东省 广州市,1秒,2015-05-03 04:30:30,
14.29.180.200,9999,透明,HTTP,广东省 广州市,0.8秒,2015-05-03 03:30:24,
49.94.30.161,80,透明,HTTP,江苏省 南京市,3秒,2015-05-03 02:31:01,
113.97.178.208,9999,透明,HTTP,广东省 深圳市,2秒,2015-05-03 01:30:26,
163.142.231.251,8080,透明,HTTP,广东省 佛山市,1秒,2015-05-03 00:30:22,
163.125.22.129,9999,透明,HTTP,广东省 深圳市,1秒,2015-05-02 23:30:40,
123.56.101.115,3129,透明,HTTP,北京市,1秒,2015-05-02 22:30:59,
120.194.107.149,9999,透明,HTTP,河南省 三门峡市,0.3秒,2015-05-02 21:31:00,
106.33.180.103,80,透明,HTTP,河南省 郑州市,1秒,2015-05-02 20:31:01,
49.91.3.191,80,透明,HTTP,江苏省 南京市,3秒,2015-05-02 19:30:40,
106.34.118.82,80,透明,HTTP,河南省 郑州市,1.0秒,2015-05-02 18:30:58,
49.93.192.72,3128,透明,HTTP,江苏省 南京市,3秒,2015-05-02 17:31:00,
163.125.216.234,9999,透明,HTTP,广东省 深圳市,1秒,2015-05-02 16:30:55,
49.94.31.145,3128,透明,HTTP,江苏省 南京市,2秒,2015-05-02 15:31:01,
163.125.117.132,9999,透明,HTTP,广东省 深圳市,2秒,2015-05-02 14:31:01,
49.94.157.13,80,透明,HTTP,江苏省 南京市,2秒,2015-05-02 13:31:00,
113.115.80.16,3128,透明,HTTP,广东省 广州市,3秒,2015-05-02 12:31:00,
115.29.151.135,8080,透明,HTTP,浙江省 杭州市,1秒,2015-05-02 11:31:00,
49.91.21.131,3128,透明,HTTP,江苏省 南京市,2秒,2015-05-02 10:30:48,
113.127.4.159,80,透明,HTTP,山东省 济南市,2秒,2015-05-02 09:30:58,
49.91.36.189,80,透明,HTTP,江苏省 南京市,3秒,2015-05-02 08:30:42,
49.93.225.60,3128,透明,HTTP,江苏省 南京市,3秒,2015-05-02 07:30:34,
14.223.49.76,9000,透明,HTTP,广东省 佛山市,1秒,2015-05-02 06:31:01,
58.50.221.126,9797,透明,HTTP,湖北省 宜昌市,1秒,2015-05-02 05:31:01,
49.93.213.12,3128,透明,HTTP,江苏省 南京市,2秒,2015-05-02 04:30:46,
221.172.140.177,8080,透明,HTTP,广东省 深圳市,1秒,2015-05-02 03:30:38,
101.83.19.186,80,透明,HTTP,上海市,3秒,2015-05-02 02:30:24,
112.93.78.63,8080,透明,HTTP,广东省 佛山市,2秒,2015-05-02 01:30:35,
101.81.67.25,9797,透明,HTTP,上海市,1秒,2015-05-02 00:30:30,
203.192.12.146,80,透明,HTTP,北京市,2秒,2015-05-01 23:31:00,
106.34.82.22,80,透明,HTTP,河南省 郑州市,0.7秒,2015-05-01 22:30:29,
114.83.6.25,9797,透明,HTTP,上海市,0.7秒,2015-05-01 21:30:49,
110.176.60.44,80,透明,HTTP,山西省 太原市,0.6秒,2015-05-01 20:30:21,
49.93.215.165,80,透明,HTTP,江苏省 南京市,2秒,2015-05-01 19:30:31,
49.94.23.65,80,透明,HTTP,江苏省 南京市,3秒,2015-05-01 18:30:45,
49.91.24.199,3128,透明,HTTP,江苏省 南京市,3秒,2015-05-01 17:30:58,
106.58.205.60,80,透明,HTTP,云南省 昆明市,1秒,2015-05-01 16:30:59,
183.40.202.249,3128,透明,HTTP,广东省 广州市,1秒,2015-05-01 15:30:55,
49.91.17.96,80,透明,HTTP,江苏省 南京市,1秒,2015-05-01 14:31:01,
106.58.120.8,80,透明,HTTP,云南省 昆明市,0.6秒,2015-05-01 13:30:56,
49.93.224.56,3128,透明,HTTP,江苏省 南京市,2秒,2015-05-01 12:30:59,
49.93.19.54,80,透明,HTTP,江苏省 南京市,1秒,2015-05-01 11:30:49,
14.114.104.172,9000,透明,HTTP,广东省 中山市,3秒,2015-05-01 10:31:00,
222.128.176.164,9000,透明,HTTP,北京市,3秒,2015-05-01 09:30:53,
49.91.6.96,80,透明,HTTP,江苏省 南京市,0.8秒,2015-05-01 08:31:00,
36.42.131.115,80,透明,HTTP,陕西省 西安市,3秒,2015-05-01 07:31:01,
182.206.161.180,80,透明,HTTP,辽宁省 沈阳市,3秒,2015-05-01 06:30:24,
183.45.94.54,9797,透明,HTTP,广东省 珠海市,3秒,2015-05-01 05:30:51,
110.176.38.134,80,透明,HTTP,山西省 太原市,2秒,2015-05-01 04:30:59,
119.127.218.203,9000,透明,HTTP,广东省 东莞市,2秒,2015-05-01 03:31:01,
58.62.64.49,9999,透明,HTTP,广东省 广州市,3秒,2015-05-01 02:30:59,
27.45.159.206,8080,透明,HTTP,广东省 佛山市,3秒,2015-05-01 01:31:03,
223.71.168.7,9000,透明,HTTP,北京市,3秒,2015-05-01 00:31:01,
163.125.203.249,9999,透明,HTTP,广东省 深圳市,0.6秒,2015-04-30 23:30:58,
119.122.109.37,9797,透明,HTTP,广东省 深圳市,3秒,2015-04-30 22:30:41,
121.31.112.73,9999,透明,HTTP,广西壮族自治区桂林市,2秒,2015-04-30 21:31:01,
116.25.64.236,9000,透明,HTTP,广东省 深圳市,2秒,2015-04-30 20:30:42,
163.125.149.45,9999,透明,HTTP,广东省 深圳市,1秒,2015-04-30 19:31:01,
117.63.182.4,9999,透明,HTTP,江苏省 常州市,2秒,2015-04-30 18:30:29,
113.81.137.199,9999,透明,HTTP,广东省 惠州市,3秒,2015-04-30 17:30:59,
113.106.5.237,9797,透明,HTTP,广东省 中山市,3秒,2015-04-30 16:30:31,
118.250.105.25,808,透明,HTTP,湖南省 长沙市,2秒,2015-04-30 15:30:42,
120.86.52.206,9999,透明,HTTP,广东省 惠州市,1秒,2015-04-30 14:30:52,
113.104.4.16,9999,透明,HTTP,广东省 东莞市,2秒,2015-04-30 13:30:51,
163.125.253.209,9000,透明,HTTP,广东省 深圳市,3秒,2015-04-30 12:31:01,
183.23.67.129,9999,透明,HTTP,广东省 东莞市,1秒,2015-04-30 11:30:57,
183.23.67.129,9999,透明,HTTP,广东省 东莞市,2秒,2015-04-30 10:30:58,
218.56.132.158,8080,透明,HTTP,山东省 临沂市,0.3秒,2015-04-30 09:30:41,
119.122.104.229,9797,透明,HTTP,广东省 深圳市,1秒,2015-04-30 08:30:29,
112.92.210.149,9797,透明,HTTP,广东省 中山市,3秒,2015-04-30 07:30:37,
223.255.10.151,9999,透明,HTTP,北京市,3秒,2015-04-30 06:31:01,
163.125.218.138,9999,透明,HTTP,广东省 深圳市,1秒,2015-04-30 05:30:58,
58.252.198.16,9797,透明,HTTP,广东省 惠州市,1秒,2015-04-30 04:30:35,
58.50.218.43,9797,透明,HTTP,湖北省 宜昌市,1秒,2015-04-30 03:30:45,
163.125.209.110,9999,透明,HTTP,广东省 深圳市,3秒,2015-04-30 02:31:03,
